"semanticResourceURN";"Code List";"Code Value";"codeName";"Definition";"resourceSubTypeCode";"Domain";"ExternalLink";"changeLog";"Status";"Version"
"urn:gs1:gdd:cl:AdditionalTradeItemClassificationCodeListCode:35";"AdditionalTradeItemClassificationCodeListCode";"35";"GMDN";"Global Medical Devices Nomenclature (GMDN)";"CODEVALUE";"Shared";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:AdditionalTradeItemClassificationCodeListCode:36";"AdditionalTradeItemClassificationCodeListCode";"36";"GPI";"Generic Product Identifier (GPI). A drug code list managed by Medi-Span.";"CODEVALUE";"Shared";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:AdditionalTradeItemClassificationCodeListCode:37";"AdditionalTradeItemClassificationCodeListCode";"37";"HCPCS";"Healthcare Common Procedure Coding System (HCPCS): Pronounced as Hick Picks.";"CODEVALUE";"Shared";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:AdditionalTradeItemClassificationCodeListCode:38";"AdditionalTradeItemClassificationCodeListCode";"38";"ICPS";"International Classification for Patient Safety (ICPS). For use in Field Testing in 2007-2008 (WHO).";"CODEVALUE";"Shared";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:AdditionalTradeItemClassificationCodeListCode:39";"AdditionalTradeItemClassificationCodeListCode";"39";"MedDRA";"Medical Dictionary for Regulatory Activities (MedDRA): An international terminology employed by the pharmaceutical industry, medical product industry and regulatory agencies throughout the entire drug development process and product post marketing activities. The current version of MedDRA (version 10.0) contains a total of 84,906 unique terms. MedDRA terminology was developed under the auspices of the International Conference on Harmonization (ICH) of Technical Requirements for Registration of Pharmaceuticals for Human Use and is a registered trademark of the International Federation of Pharmaceutical Manufacturers Associations (IFPMA).";"CODEVALUE";"Shared";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:AdditionalTradeItemClassificationCodeListCode:4";"AdditionalTradeItemClassificationCodeListCode";"4";"GS1 Canada ECCnet";"A product classification system ECCnet Classification Codes maintained by GS1 Canada and used by the GS1 Canada ECCnet Registry.";"CODEVALUE";"Shared";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:AdditionalTradeItemClassificationCodeListCode:40";"AdditionalTradeItemClassificationCodeListCode";"40";"Medical Columbus";"German Medical classification system.";"CODEVALUE";"Shared";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:AdditionalTradeItemClassificationCodeListCode:41";"AdditionalTradeItemClassificationCodeListCode";"41";"NAPCS";"North American Classification System (NAPCS)";"CODEVALUE";"Shared";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:AdditionalTradeItemClassificationCodeListCode:42";"AdditionalTradeItemClassificationCodeListCode";"42";"NHS-eClass";"National Health Service (NHS) eClass:  NHS-eClass is a bespoke classification system for products and services, owned by the English National Health Service (NHS). The purpose of NHS-eClass is to facilitate the accurate analysis of expenditure.";"CODEVALUE";"Shared";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:AdditionalTradeItemClassificationCodeListCode:43";"AdditionalTradeItemClassificationCodeListCode";"43";"US FDA PCCD";"The Product Classification Database contains medical device names and associated information developed by the Center for Devices and Radiological Health (CDRH) in support of its mission. This database contains device names and their associated product codes. The name and product code identify the generic category of a device for FDA. The Product Code assigned to a device is based upon the medical device product classification designated under 21 CFR Parts 862-892.";"CODEVALUE";"Shared";;"CHANGED";"CURRENT";2
"urn:gs1:gdd:cl:AdditionalTradeItemClassificationCodeListCode:44";"AdditionalTradeItemClassificationCodeListCode";"44";"SHPA";"The Society of Hospital Pharmacists of Australia (SHPA)";"CODEVALUE";"Shared";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:AdditionalTradeItemClassificationCodeListCode:45";"AdditionalTradeItemClassificationCodeListCode";"45";"SNOMED CT";"Systematized Nomenclature of Medicine-Clinical Terms ( SNOMED CT® )";"CODEVALUE";"Shared";;"CHANGED";"CURRENT";2
"urn:gs1:gdd:cl:AdditionalTradeItemClassificationCodeListCode:46";"AdditionalTradeItemClassificationCodeListCode";"46";"UMDNS";"Universal Medical Device Nomenclature System (UMDNS)";"CODEVALUE";"Shared";;"CHANGED";"CURRENT";2
"urn:gs1:gdd:cl:AdditionalTradeItemClassificationCodeListCode:47";"AdditionalTradeItemClassificationCodeListCode";"47";"DTB";"DTB (fashion) Dialog Textil – Bekleiding (DTB) a German group of companies who joined forces for the TC sector. The product classification can be found on their website http://www.dialog-dtb.de if you are a member.";"CODEVALUE";"Shared";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:AdditionalTradeItemClassificationCodeListCode:48";"AdditionalTradeItemClassificationCodeListCode";"48";"FEDAS PCK";"SGI-DHO (Sporting Goods Industry Data Harmonization Organization) is representing the interests of the different stakeholders of the sporting goods industry (retailers + brands). Its main task is the development and harmonisation of codes, which can be used by the sporting goods industry to exchange and analyse data. The focus is set on codes that have not already been standardised by international trade organisations. 
In addition to the FEDAS (the European Federation of Sporting Goods Retail Associations) product classification key that has been developed a few years ago, and which is used by may stakeholders of the sporting goods industry, SGI-DHO is working on various other codes. 
Under www.sgidho.com you can find further information. ";"CODEVALUE";"Shared";;"CHANGED";"CURRENT";1
"urn:gs1:gdd:cl:AdditionalTradeItemClassificationCodeListCode:49";"AdditionalTradeItemClassificationCodeListCode";"49";"EAS";"EAS (footwear) European Article System: A harmonised system to classify and process the characteristics of shoes across Europe.";"CODEVALUE";"Shared";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:AdditionalTradeItemClassificationCodeListCode:5";"AdditionalTradeItemClassificationCodeListCode";"5";"UNSPSC";"United Nations Standard Products and Services Code";"CODEVALUE";"Shared";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:AdditionalTradeItemClassificationCodeListCode:50";"AdditionalTradeItemClassificationCodeListCode";"50";"Australian TGA Type";"The Australian Therapeutic Goods Administration (TGA) classifies products it authorizes for sale in Australia. These items are considered either: Registered, Listed, Included or Classified as Other on the Australia Register of Therapeutic Goods (ARTG). ";"CODEVALUE";"Shared";;"NEW";"CURRENT";2
"urn:gs1:gdd:cl:AdditionalTradeItemClassificationCodeListCode:51";"AdditionalTradeItemClassificationCodeListCode";"51";"Australian Medicines and Poisons Schedule Code";"SUSMP: An  Australian classification and labelling of drugs and poisons named the Standard for the Uniform Scheduling of Medicines and Poisons (SUSMP). This was created and is maintained by the National Drugs and Poisons Scheduling Committee (NDPSC) which operates under control of the Therapeutic Goods Administration (TGA). This standard contains a list of 'Schedules', which are a way of grouping products together that may have similar regulatory controls over their availability. Criteria for scheduling may include such considerations as the purpose of use, potential for abuse, safety of use and the level of need for it.";"CODEVALUE";"Shared";;"NEW";"CURRENT";2
"urn:gs1:gdd:cl:AdditionalTradeItemClassificationCodeListCode:52";"AdditionalTradeItemClassificationCodeListCode";"52";"Australian Pharmaceutical Benefits Scheme";"In Australia, medicine may be subsidized by its Government via the Pharmaceutical Benefits Scheme (PBS). The PBS is a program available to all Australian residents covered under the public healthcare system (known as Medicare). The Pharmaceutical Benefits Schedule lists all drugs available under the scheme and the conditions under which it may be used.
The PBS is a way of the Australian government subsidising the cost of particular medicines to make them more affordable for the community. E.g. A consumer is entitled to purchase 100 tablets of aspirin under the scheme, the retail cost is $13.00, the government subsidizes $9.50, so the consumer will pay the difference of $3.50 for the medication.
The Repatriation Pharmaceutical Benefits Scheme is effectively the same scheme, however, offered to eligible war veterans, war widows and their dependents.";"CODEVALUE";"Shared";;"NEW";"CURRENT";2
"urn:gs1:gdd:cl:AdditionalTradeItemClassificationCodeListCode:53";"AdditionalTradeItemClassificationCodeListCode";"53";"Australian TGA Risk Classification";"The Therapeutic Goods Administration (TGA) have their own classification system for medical devices within Healthcare. The purpose of this classification is to ascertain the potential risk of a device through analysing the intended purpose of the product and using a set of classification rules. This classification allows the regulator to determine how much intervention is required before the device becomes available on the market.";"CODEVALUE";"Shared";;"NEW";"CURRENT";2
"urn:gs1:gdd:cl:AdditionalTradeItemClassificationCodeListCode:54";"AdditionalTradeItemClassificationCodeListCode";"54";"MIV-C";"Milch Industrie Verband Cheese Class association of the German Dairy.";"CODEVALUE";"Shared";;"NEW";"CURRENT";2
"urn:gs1:gdd:cl:AdditionalTradeItemClassificationCodeListCode:55";"AdditionalTradeItemClassificationCodeListCode";"55";"MIV-D";"Milch Industrie Verband Milk Class (association of the German Dairy";"CODEVALUE";"Shared";;"NEW";"CURRENT";2
"urn:gs1:gdd:cl:AdditionalTradeItemClassificationCodeListCode:56";"AdditionalTradeItemClassificationCodeListCode";"56";"BTE";"Bundesverband des Deutschen Textileinzelhandels a German Association of Textile Retailers. The product classification can be found on their website http://www.bte.de";"CODEVALUE";"Shared";;"NEW";"CURRENT";2
"urn:gs1:gdd:cl:AdditionalTradeItemClassificationCodeListCode:57";"AdditionalTradeItemClassificationCodeListCode";"57";"REV";"REV – The Office of the Revenue Commissioners: The Irish Government agency responsible for customs, excise, taxation and related matters. The division “Customs” of this office assigns classification codes to Alcohol and Tobacco for excise duties.";"CODEVALUE";"Shared";;"NEW";"CURRENT";2
"urn:gs1:gdd:cl:AdditionalTradeItemClassificationCodeListCode:58";"AdditionalTradeItemClassificationCodeListCode";"58";"FDA Premarket Submission Number";"FDA Premarket Submission Number is a number associated with the regulatory decision regarding the applicant’s legal right to market a medical device for the following submission types: Premarket Notification (510(k))Premarket Approval (PMA)
Product Development (PDP)
Humanitarian Device Exemption (HDE)
Biologics License Application (BLA)
New Drug Application (NDA).";"CODEVALUE";"Shared";;"CHANGED";"CURRENT";4
"urn:gs1:gdd:cl:AdditionalTradeItemClassificationCodeListCode:59";"AdditionalTradeItemClassificationCodeListCode";"59";"ETIM";"ETIM - (Europees Technisch Informatie Model or European Technical Information Model in English) is an international organisation which develops, manages and publishes one European classification for technical products. More information: http://www.etim-international.com/.";"CODEVALUE";"Shared";;"NEW";"CURRENT";3
"urn:gs1:gdd:cl:AdditionalTradeItemClassificationCodeListCode:6";"AdditionalTradeItemClassificationCodeListCode";"6";"ECCMA";"ECCMA - Electronic Commerce Code Management Association";"CODEVALUE";"Shared";;"CHANGED";"CURRENT";2
"urn:gs1:gdd:cl:AdditionalTradeItemClassificationCodeListCode:60";"AdditionalTradeItemClassificationCodeListCode";"60";"G-DRG";"G-DRG (German - Diagnosis Related Groups). [DRG-Entgeltkatalog] List of fees for treatment in German hospitals. Includes flat fees for entire courses of treatment (DRG) as well as additional fees for supplementary treatment components. The national associations of health insurance, the Association of Private Health Insurance and the German Hospital Federation, founded the Institute for the Hospital Remuneration System (InEK GmbH). The Institute InEK GmbH operates on behalf of the shareholders of the GmbH, the German Hospital Association, the Association of Statutory Health Insurance Funds and the Association of private health insurance. http://www.g-drg.de/cms/";"CODEVALUE";"Shared";;"NEW";"CURRENT";3
"urn:gs1:gdd:cl:AdditionalTradeItemClassificationCodeListCode:61";"AdditionalTradeItemClassificationCodeListCode";"61";"ICD-GM";"ICD-GM (International Classification of Diseases – German Modification). [Diagnosen für Gesundheitsverwaltung] German modification of the International Classification of Diseases; official classification of diseases for ambulatory and stationary care in Germany. ICD was created by the World Health Organisation, and DIMDI (Deutsches Institut für Medizinische Dokumentation und Information) maintains the German modification to ICD http://www.dimdi.de/";"CODEVALUE";"Shared";;"NEW";"CURRENT";3
"urn:gs1:gdd:cl:AdditionalTradeItemClassificationCodeListCode:62";"AdditionalTradeItemClassificationCodeListCode";"62";"OPS-G";"OPS-G [Operationen- und Prozedurenschlüssel] List of codes for surgical and other medical procedures, derived from the ICPM (International Classification of Procedures in Medicine), mandatory for procedure coding in hospitals and for ambulatory surgery in Germany. ICPM is maintained by the World Health Organisation, and DIMDI (Deutsches Institut für Medizinische Dokumentation und Information) maintains the German modification to it. http://www.dimdi.de/";"CODEVALUE";"Shared";;"NEW";"CURRENT";3
"urn:gs1:gdd:cl:AdditionalTradeItemClassificationCodeListCode:63";"AdditionalTradeItemClassificationCodeListCode";"63";"NCM";"Mercosur/Mercosul Nomenclature (NCM):   NCM is Nomenclatura Comum do MERCOSUL (MERCOSUR Common Nomenclature) Brazil, Argentina, Paraguay and Uruguay adopted the Mercosul Common Nomenclature (NCM), based on the Harmonized System Code. The eight numbers that is part of the NCM, uses the Harmonized System that forms the six first numbers, while the seventh and eighth numbers are used for specific within Mercosul. Harmonized System: The Harmonised Commodity Description and Coding System (HS) of tariff nomenclature is an internationally standardized system of names and numbers for classifying traded products developed and maintained by the World Customs Organization (WCO) (formerly the Customs Co-operation Council), an independent intergovernmental organization with over 170 member countries based in Brussels, Belgium. Example: 0104.10.11";"CODEVALUE";"Shared";;"NEW";"CURRENT";3
"urn:gs1:gdd:cl:AdditionalTradeItemClassificationCodeListCode:64";"AdditionalTradeItemClassificationCodeListCode";"64";"CORE DIY";"CORE DIY (Consumer Retail Classification for the Do-it-Yourself Industry) is a system for the classification of trade items with expanded product properties and specifications which provide the granularity needed for online consumer retail. CORE DIY has been developed by the do-it-yourself industry and is managed by GS1 Netherlands on behalf of the DIY user community.";"CODEVALUE";"Shared";;"NEW";"CURRENT";3
"urn:gs1:gdd:cl:AdditionalTradeItemClassificationCodeListCode:65";"AdditionalTradeItemClassificationCodeListCode";"65";"FDA Preferred Term Code, ";"FDA Preferred Term Code, Unique four-character value assigned by the FDA to indicate a GMDN Preferred Term without exposing the GMDN PT Code.";"CODEVALUE";"Shared";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:AdditionalTradeItemClassificationCodeListCode:66";"AdditionalTradeItemClassificationCodeListCode";"66";"Medsafe Risk Classification    ";"Medsafe Risk Classification.  The New Zealand Medical    Devices Safety Authority";"CODEVALUE";"Shared";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:AdditionalTradeItemClassificationCodeListCode:67";"AdditionalTradeItemClassificationCodeListCode";"67";"Medsafe Regulatory Classification ";" Medsafe Regulatory Classification    The New Zealand Medicines Safety Authority        ";"CODEVALUE";"Shared";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:AdditionalTradeItemClassificationCodeListCode:68";"AdditionalTradeItemClassificationCodeListCode";"68";"LPRR";"LPPR (List of Products and Healthcare Services Qualifying for Reimbursement) is defined by French social security and provided for in Article L-165-1 of the Code of Social Security as a nomenclature that lists medical devices for the diagnosis, treatment diseases (e.g. diabetes) or injury (bandages), hardware support everyday life, orthotics and external prostheses, implantable devices or vehicles for the physically disabled. For each product the LPPR is applied with the refundable amount, the repayment rate and possibly its end date of repayment.
";"CODEVALUE";"Shared";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:AdditionalTradeItemClassificationCodeListCode:69";"AdditionalTradeItemClassificationCodeListCode";"69";"INN";"International Non-proprietary Names (INN) facilitate the identification of pharmaceutical substances or active pharmaceutical ingredients. Each INN is a unique name that is globally recognized and is public property. A non-proprietary name is also known as a generic name.";"CODEVALUE";"Shared";;"NEW";"CURRENT";4
"urn:gs1:gdd:cl:AdditionalTradeItemClassificationCodeListCode:7";"AdditionalTradeItemClassificationCodeListCode";"7";"EAN Norges Multibransje Varegruppestandard";"EAN Norges Multibransje Varegruppestandard - The ENVA code is used for classification and categorising of goods and it is used as an alternative to the GPC codes in the Norwegian marketplace";"CODEVALUE";"Shared";;"CHANGED";"CURRENT";2
"urn:gs1:gdd:cl:AdditionalTradeItemClassificationCodeListCode:70";"AdditionalTradeItemClassificationCodeListCode";"70";"VBN";"Vereiniging van Bloemenveilingen in Nederland, Dutch Flower Auction Association. http://www.vbn.nl/en-US/Pages/default.aspx.";"CODEVALUE";"Shared";;"NEW";"CURRENT";5
"urn:gs1:gdd:cl:AdditionalTradeItemClassificationCodeListCode:71";"AdditionalTradeItemClassificationCodeListCode";"71";"Groupement d’Etude des Marchés en Restauration Collective et de Nutrition ";"Groupement d’Etude des Marchés en Restauration Collective et de Nutrition - French government agency that is responsible for nutritional quality of meals served in social catering.";"CODEVALUE";"Shared";;"NEW";"CURRENT";6
"urn:gs1:gdd:cl:AdditionalTradeItemClassificationCodeListCode:72";"AdditionalTradeItemClassificationCodeListCode";"72";"European Community School Milk";"Program defined by the European Community to ensure milk products consumption at school.";"CODEVALUE";"Shared";;"NEW";"CURRENT";6
