"semanticResourceURN";"Code Value";"resourceSubTypeCode";"Code List";"Domain";"ExternalLink";"codeName";"Definition";"changeLog";"Status";"Version";"Change Date";"changeLogComment"
"urn:gs1:gdd:cl:AdditionalTradeItemClassificationCodeListCode:39";"39";"CODEVALUE";"AdditionalTradeItemClassificationCodeListCode";"Shared";;"MedDRA";"Medical Dictionary for Regulatory Activities (MedDRA): An international terminology employed by the pharmaceutical industry, medical product industry and regulatory agencies throughout the entire drug development process and product post marketing activities. The current version of MedDRA (version 10.0) contains a total of 84,906 unique terms. MedDRA terminology was developed under the auspices of the International Conference on Harmonization (ICH) of Technical Requirements for Registration of Pharmaceuticals for Human Use and is a registered trademark of the International Federation of Pharmaceutical Manufacturers Associations (IFPMA).";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:AdditionalTradeItemClassificationCodeListCode:4";"4";"CODEVALUE";"AdditionalTradeItemClassificationCodeListCode";"Shared";;"GS1 Canada ECCnet";"A product classification system ECCnet Classification Codes maintained by GS1 Canada and used by the GS1 Canada ECCnet Registry.";"NEW";"CURRENT";1;10/10/2016;
"urn:gs1:gdd:cl:AdditionalTradeItemClassificationCodeListCode:40";"40";"CODEVALUE";"AdditionalTradeItemClassificationCodeListCode";"Shared";;"Medical Columbus";"German Medical classification system.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:AdditionalTradeItemClassificationCodeListCode:41";"41";"CODEVALUE";"AdditionalTradeItemClassificationCodeListCode";"Shared";;"NAPCS";"North American Classification System (NAPCS)";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:AdditionalTradeItemClassificationCodeListCode:42";"42";"CODEVALUE";"AdditionalTradeItemClassificationCodeListCode";"Shared";;"NHS-eClass";"National Health Service (NHS) eClass:  NHS-eClass is a bespoke classification system for products and services, owned by the English National Health Service (NHS). The purpose of NHS-eClass is to facilitate the accurate analysis of expenditure.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:AdditionalTradeItemClassificationCodeListCode:43";"43";"CODEVALUE";"AdditionalTradeItemClassificationCodeListCode";"Shared";;"US FDA PCCD";"The Product Classification Database contains medical device names and associated information developed by the Center for Devices and Radiological Health (CDRH) in support of its mission. This database contains device names and their associated product codes. The name and product code identify the generic category of a device for FDA. The Product Code assigned to a device is based upon the medical device product classification designated under 21 CFR Parts 862-892.";"CHANGED";"CURRENT";2;01/03/2013;"Code name corrected"
"urn:gs1:gdd:cl:AdditionalTradeItemClassificationCodeListCode:44";"44";"CODEVALUE";"AdditionalTradeItemClassificationCodeListCode";"Shared";;"SHPA";"The Society of Hospital Pharmacists of Australia (SHPA)";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:AdditionalTradeItemClassificationCodeListCode:45";"45";"CODEVALUE";"AdditionalTradeItemClassificationCodeListCode";"Shared";;"SNOMED CT";"Systematized Nomenclature of Medicine-Clinical Terms ( SNOMED CT® )";"CHANGED";"CURRENT";2;01/03/2013;"Code name corrected"
"urn:gs1:gdd:cl:AdditionalTradeItemClassificationCodeListCode:46";"46";"CODEVALUE";"AdditionalTradeItemClassificationCodeListCode";"Shared";;"UMDNS";"Universal Medical Device Nomenclature System (UMDNS)";"CHANGED";"CURRENT";2;01/03/2013;"Code name corrected"
"urn:gs1:gdd:cl:AdditionalTradeItemClassificationCodeListCode:47";"47";"CODEVALUE";"AdditionalTradeItemClassificationCodeListCode";"Shared";;"DTB";"DTB (fashion) Dialog Textil – Bekleiding (DTB) a German group of companies who joined forces for the TC sector. The product classification can be found on their website http://www.dialog-dtb.de if you are a member.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:AdditionalTradeItemClassificationCodeListCode:48";"48";"CODEVALUE";"AdditionalTradeItemClassificationCodeListCode";"Shared";;"FEDAS PCK";"SGI-DHO (Sporting Goods Industry Data Harmonization Organization) is representing the interests of the different stakeholders of the sporting goods industry (retailers + brands). Its main task is the development and harmonisation of codes, which can be used by the sporting goods industry to exchange and analyse data. The focus is set on codes that have not already been standardised by international trade organisations. 
In addition to the FEDAS (the European Federation of Sporting Goods Retail Associations) product classification key that has been developed a few years ago, and which is used by may stakeholders of the sporting goods industry, SGI-DHO is working on various other codes. 
Under www.sgidho.com you can find further information. ";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:AdditionalTradeItemClassificationCodeListCode:49";"49";"CODEVALUE";"AdditionalTradeItemClassificationCodeListCode";"Shared";;"EAS";"EAS (footwear) European Article System: A harmonised system to classify and process the characteristics of shoes across Europe.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:AdditionalTradeItemClassificationCodeListCode:5";"5";"CODEVALUE";"AdditionalTradeItemClassificationCodeListCode";"Shared";;"UNSPSC";"United Nations Standard Products and Services Code";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:AdditionalTradeItemClassificationCodeListCode:50";"50";"CODEVALUE";"AdditionalTradeItemClassificationCodeListCode";"Shared";;"Australian TGA Type";"The Australian Therapeutic Goods Administration (TGA) classifies products it authorizes for sale in Australia. These items are considered either: Registered, Listed, Included or Classified as Other on the Australia Register of Therapeutic Goods (ARTG). ";"NEW";"CURRENT";2;01/03/2013;"Change introduced also in 2.8"
"urn:gs1:gdd:cl:AdditionalTradeItemClassificationCodeListCode:51";"51";"CODEVALUE";"AdditionalTradeItemClassificationCodeListCode";"Shared";;"Australian Medicines and Poisons Schedule Code";"SUSMP: An  Australian classification and labelling of drugs and poisons named the Standard for the Uniform Scheduling of Medicines and Poisons (SUSMP). This was created and is maintained by the National Drugs and Poisons Scheduling Committee (NDPSC) which operates under control of the Therapeutic Goods Administration (TGA). This standard contains a list of 'Schedules', which are a way of grouping products together that may have similar regulatory controls over their availability. Criteria for scheduling may include such considerations as the purpose of use, potential for abuse, safety of use and the level of need for it.";"NEW";"CURRENT";2;01/03/2013;"Change introduced also in 2.8"
"urn:gs1:gdd:cl:AdditionalTradeItemClassificationCodeListCode:52";"52";"CODEVALUE";"AdditionalTradeItemClassificationCodeListCode";"Shared";;"Australian Pharmaceutical Benefits Scheme";"In Australia, medicine may be subsidized by its Government via the Pharmaceutical Benefits Scheme (PBS). The PBS is a program available to all Australian residents covered under the public healthcare system (known as Medicare). The Pharmaceutical Benefits Schedule lists all drugs available under the scheme and the conditions under which it may be used.
The PBS is a way of the Australian government subsidising the cost of particular medicines to make them more affordable for the community. E.g. A consumer is entitled to purchase 100 tablets of aspirin under the scheme, the retail cost is $13.00, the government subsidizes $9.50, so the consumer will pay the difference of $3.50 for the medication.
The Repatriation Pharmaceutical Benefits Scheme is effectively the same scheme, however, offered to eligible war veterans, war widows and their dependents.";"NEW";"CURRENT";2;01/03/2013;"Updated definition 23-Aug-2018"
"urn:gs1:gdd:cl:AdditionalTradeItemClassificationCodeListCode:53";"53";"CODEVALUE";"AdditionalTradeItemClassificationCodeListCode";"Shared";;"Australian TGA Risk Classification";"The Therapeutic Goods Administration (TGA) have their own classification system for medical devices within Healthcare. The purpose of this classification is to ascertain the potential risk of a device through analysing the intended purpose of the product and using a set of classification rules. This classification allows the regulator to determine how much intervention is required before the device becomes available on the market.";"NEW";"CURRENT";2;01/03/2013;"Updated definition 23-Aug-2018"
"urn:gs1:gdd:cl:AdditionalTradeItemClassificationCodeListCode:54";"54";"CODEVALUE";"AdditionalTradeItemClassificationCodeListCode";"Shared";;"MIV-C";"Milch Industrie Verband Cheese Class association of the German Dairy.";"NEW";"CURRENT";2;01/03/2013;"Updated definition 23-Aug-2018"
"urn:gs1:gdd:cl:AdditionalTradeItemClassificationCodeListCode:55";"55";"CODEVALUE";"AdditionalTradeItemClassificationCodeListCode";"Shared";;"MIV-D";"Milch Industrie Verband Milk Class (association of the German Dairy";"NEW";"CURRENT";2;01/03/2013;"Updated definition 23-Aug-2018"
"urn:gs1:gdd:cl:AdditionalTradeItemClassificationCodeListCode:56";"56";"CODEVALUE";"AdditionalTradeItemClassificationCodeListCode";"Shared";;"BTE";"Bundesverband des Deutschen Textileinzelhandels a German Association of Textile Retailers. The product classification can be found on their website http://www.bte.de";"NEW";"CURRENT";2;01/03/2013;"Updated definition 23-Aug-2018"
"urn:gs1:gdd:cl:AdditionalTradeItemClassificationCodeListCode:57";"57";"CODEVALUE";"AdditionalTradeItemClassificationCodeListCode";"Shared";;"REV";"REV – The Office of the Revenue Commissioners: The Irish Government agency responsible for customs, excise, taxation and related matters. The division “Customs” of this office assigns classification codes to Alcohol and Tobacco for excise duties.";"NEW";"CURRENT";2;01/03/2013;"Updated definition 23-Aug-2018"
"urn:gs1:gdd:cl:AdditionalTradeItemClassificationCodeListCode:58";"58";"CODEVALUE";"AdditionalTradeItemClassificationCodeListCode";"Shared";;"FDA Premarket Submission Number";"FDA Premarket Submission Number is a number associated with the regulatory decision regarding the applicant’s legal right to market a medical device for the following submission types: Premarket Notification (510(k))Premarket Approval (PMA)
Product Development (PDP)
Humanitarian Device Exemption (HDE)
Biologics License Application (BLA)
New Drug Application (NDA).";"CHANGED";"CURRENT";4;20/11/2014;"Corrected definition
WR 14-035"
"urn:gs1:gdd:cl:AdditionalTradeItemClassificationCodeListCode:59";"59";"CODEVALUE";"AdditionalTradeItemClassificationCodeListCode";"Shared";;"ETIM";"ETIM - (Europees Technisch Informatie Model or European Technical Information Model in English) is an international organisation which develops, manages and publishes one European classification for technical products. More information: http://www.etim-international.com/.";"NEW";"CURRENT";3;05/05/2014;
"urn:gs1:gdd:cl:AdditionalTradeItemClassificationCodeListCode:6";"6";"CODEVALUE";"AdditionalTradeItemClassificationCodeListCode";"Shared";;"ECCMA";"ECCMA - Electronic Commerce Code Management Association";"CHANGED";"CURRENT";2;01/03/2013;"Code name corrected"
"urn:gs1:gdd:cl:AdditionalTradeItemClassificationCodeListCode:60";"60";"CODEVALUE";"AdditionalTradeItemClassificationCodeListCode";"Shared";;"G-DRG";"G-DRG (German - Diagnosis Related Groups). [DRG-Entgeltkatalog] List of fees for treatment in German hospitals. Includes flat fees for entire courses of treatment (DRG) as well as additional fees for supplementary treatment components. The national associations of health insurance, the Association of Private Health Insurance and the German Hospital Federation, founded the Institute for the Hospital Remuneration System (InEK GmbH). The Institute InEK GmbH operates on behalf of the shareholders of the GmbH, the German Hospital Association, the Association of Statutory Health Insurance Funds and the Association of private health insurance. http://www.g-drg.de/cms/";"NEW";"CURRENT";3;05/05/2014;
"urn:gs1:gdd:cl:AdditionalTradeItemClassificationCodeListCode:61";"61";"CODEVALUE";"AdditionalTradeItemClassificationCodeListCode";"Shared";;"ICD-GM";"ICD-GM (International Classification of Diseases – German Modification). [Diagnosen für Gesundheitsverwaltung] German modification of the International Classification of Diseases; official classification of diseases for ambulatory and stationary care in Germany. ICD was created by the World Health Organisation, and DIMDI (Deutsches Institut für Medizinische Dokumentation und Information) maintains the German modification to ICD http://www.dimdi.de/";"NEW";"CURRENT";3;05/05/2014;
"urn:gs1:gdd:cl:AdditionalTradeItemClassificationCodeListCode:62";"62";"CODEVALUE";"AdditionalTradeItemClassificationCodeListCode";"Shared";;"OPS-G";"OPS-G [Operationen- und Prozedurenschlüssel] List of codes for surgical and other medical procedures, derived from the ICPM (International Classification of Procedures in Medicine), mandatory for procedure coding in hospitals and for ambulatory surgery in Germany. ICPM is maintained by the World Health Organisation, and DIMDI (Deutsches Institut für Medizinische Dokumentation und Information) maintains the German modification to it. http://www.dimdi.de/";"NEW";"CURRENT";3;05/05/2014;
"urn:gs1:gdd:cl:AdditionalTradeItemClassificationCodeListCode:63";"63";"CODEVALUE";"AdditionalTradeItemClassificationCodeListCode";"Shared";;"NCM";"Mercosur/Mercosul Nomenclature (NCM):   NCM is Nomenclatura Comum do MERCOSUL (MERCOSUR Common Nomenclature) Brazil, Argentina, Paraguay and Uruguay adopted the Mercosul Common Nomenclature (NCM), based on the Harmonized System Code. The eight numbers that is part of the NCM, uses the Harmonized System that forms the six first numbers, while the seventh and eighth numbers are used for specific within Mercosul. Harmonized System: The Harmonised Commodity Description and Coding System (HS) of tariff nomenclature is an internationally standardized system of names and numbers for classifying traded products developed and maintained by the World Customs Organization (WCO) (formerly the Customs Co-operation Council), an independent intergovernmental organization with over 170 member countries based in Brussels, Belgium. Example: 0104.10.11";"NEW";"CURRENT";3;05/05/2014;
"urn:gs1:gdd:cl:AdditionalTradeItemClassificationCodeListCode:64";"64";"CODEVALUE";"AdditionalTradeItemClassificationCodeListCode";"Shared";;"CORE DIY";"CORE DIY (Consumer Retail Classification for the Do-it-Yourself Industry) is a system for the classification of trade items with expanded product properties and specifications which provide the granularity needed for online consumer retail. CORE DIY has been developed by the do-it-yourself industry and is managed by GS1 Netherlands on behalf of the DIY user community.";"NEW";"CURRENT";3;05/05/2014;
"urn:gs1:gdd:cl:AdditionalTradeItemClassificationCodeListCode:65";"65";"CODEVALUE";"AdditionalTradeItemClassificationCodeListCode";"Shared";;"FDA Preferred Term Code, ";"FDA Preferred Term Code, Unique four-character value assigned by the FDA to indicate a GMDN Preferred Term without exposing the GMDN PT Code.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:AdditionalTradeItemClassificationCodeListCode:66";"66";"CODEVALUE";"AdditionalTradeItemClassificationCodeListCode";"Shared";;"Medsafe Risk Classification    ";"Medsafe Risk Classification               The New Zealand Medical    Devices Safety Authority";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:AdditionalTradeItemClassificationCodeListCode:67";"67";"CODEVALUE";"AdditionalTradeItemClassificationCodeListCode";"Shared";;"Medsafe Regulatory Classification ";" Medsafe Regulatory Classification    The New Zealand Medicines Safety Authority        ";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:AdditionalTradeItemClassificationCodeListCode:68";"68";"CODEVALUE";"AdditionalTradeItemClassificationCodeListCode";"Shared";;"LPRR";"LPPR (List of Products and Healthcare Services Qualifying for Reimbursement) is defined by French social security and provided for in Article L-165-1 of the Code of Social Security as a nomenclature that lists medical devices for the diagnosis, treatment diseases (e.g. diabetes) or injury (bandages), hardware support everyday life, orthotics and external prostheses, implantable devices or vehicles for the physically disabled. For each product the LPPR is applied with the refundable amount, the repayment rate and possibly its end date of repayment.
";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:AdditionalTradeItemClassificationCodeListCode:69";"69";"CODEVALUE";"AdditionalTradeItemClassificationCodeListCode";"Shared";;"INN";"International Non-proprietary Names (INN) facilitate the identification of pharmaceutical substances or active pharmaceutical ingredients. Each INN is a unique name that is globally recognized and is public property. A non-proprietary name is also known as a generic name.";"NEW";"CURRENT";4;09/09/2015;"15-195"
"urn:gs1:gdd:cl:AdditionalTradeItemClassificationCodeListCode:7";"7";"CODEVALUE";"AdditionalTradeItemClassificationCodeListCode";"Shared";;"EAN Norges Multibransje Varegruppestandard";"EAN Norges Multibransje Varegruppestandard - The ENVA code is used for classification and categorising of goods and it is used as an alternative to the GPC codes in the Norwegian marketplace";"CHANGED";"CURRENT";2;01/03/2013;"Code name corrected"
"urn:gs1:gdd:cl:AdditionalTradeItemClassificationCodeListCode:70";"70";"CODEVALUE";"AdditionalTradeItemClassificationCodeListCode";"Shared";;"VBN";"Vereiniging van Bloemenveilingen in Nederland, Dutch Flower Auction Association. http://www.vbn.nl/en-US/Pages/default.aspx.";"NEW";"CURRENT";5;08/08/2016;"3.1.2"
"urn:gs1:gdd:cl:AdditionalTradeItemClassificationCodeListCode:71";"71";"CODEVALUE";"AdditionalTradeItemClassificationCodeListCode";"Shared";;"Groupement d’Etude des Marchés en Restauration Collective et de Nutrition ";"Groupement d’Etude des Marchés en Restauration Collective et de Nutrition - French government agency that is responsible for nutritional quality of meals served in social catering.";"NEW";"CURRENT";6;25/01/2017;"3.1.2.1"
"urn:gs1:gdd:cl:AdditionalTradeItemClassificationCodeListCode:72";"72";"CODEVALUE";"AdditionalTradeItemClassificationCodeListCode";"Shared";;"European Community School Milk";"Program defined by the European Community to ensure milk products consumption at school.";"NEW";"CURRENT";6;25/01/2017;"3.1.2.1"
"urn:gs1:gdd:cl:AdditionalTradeItemClassificationCodeListCode:73";"73";"CODEVALUE";"AdditionalTradeItemClassificationCodeListCode";"Shared";;"OKPD2 Russian Classification of Product by Economic Activities.";"OKPD2 Russian Classification of Product by Economic Activities.";"NEW";"CURRENT";7;20/04/2017;"14-171"
